domain,base_url,selector_hospital_names,official_url_examples,sources,total_records
hr.liangjiang.gov.cn,https://www.cqsfybjy.com/,,http://hr.liangjiang.gov.cn/xy/ljrcw_content/2021-08/10/content_10209647.htm,官网url.txt,1
hr.motherchildren.com,https://www.cqsfybjy.com/,,https://hr.motherchildren.com:16800/recruit/front/jobDetail?id=14493f5ffd714e5cbf32bacf644f55d6,官网url.txt,1
hrd.cwnu.edu.cn,https://www.cqsfybjy.com/,,https://hrd.cwnu.edu.cn/info/1037/7962.htm,官网url.txt,1
hrss.gd.gov.cn,https://www.cqsfybjy.com/,,http://hrss.gd.gov.cn/zwgk/gsgg/content/post_3496800.html,官网url.txt,1
hrss.shandong.gov.cn,https://www.cqsfybjy.com/,,http://hrss.shandong.gov.cn/articles/ch00238/202107/568b6f59-a198-4bcd-8d55-f2e1aa88b1b7.shtml,官网url.txt,1
htrc114.com,https://www.cqsfybjy.com/,,http://www.htrc114.com/zhaokao_show.aspx?id=120,官网url.txt,1
huili.gov.cn,https://www.cqsfybjy.com/,,http://www.huili.gov.cn/zfxxgk/zfxxgknr/rszk/202302/t20230223_2441625.html,官网url.txt,1
huilirmyy.cn,https://www.cqsfybjy.com/,,https://www.huilirmyy.cn/go-a1444.htm,官网url.txt,1
hx-scetyy.com,https://www.cqsfybjy.com/,,https://www.hx-scetyy.com/info/1045/7291.htm,官网url.txt,1
hxhr.cd120.com,https://www.cqsfybjy.com/,,https://hxhr.cd120.com/recruit/index.html,官网url.txt,1
hxrc.com,https://www.cqsfybjy.com/,,https://www.hxrc.com/zpgg/364046a/main.html,官网url.txt,1
hxrs.cd120.com,https://www.cqsfybjy.com/,,https://hxrs.cd120.com/yh/recruit/frontIndex/jobDetails/255,官网url.txt,1
hys.gov.cn,https://www.cqsfybjy.com/,,https://www.hys.gov.cn/hysrmzfw/gsgg/pc/content/content_1783705473557798912.html,官网url.txt,1
hysrmyy120.com,https://www.cqsfybjy.com/,,https://www.hysrmyy120.com/nd.jsp?id=540&groupId=-1,官网url.txt,1
jdpta.com,https://www.cqsfybjy.com/,,http://www.jdpta.com/news/shownews.aspx?id=18416,官网url.txt,1
jgxdyrmyy.com,https://www.cqsfybjy.com/,,http://www.jgxdyrmyy.com/273.html,官网url.txt,1
jiajiang.gov.cn,https://www.cqsfybjy.com/,,http://www.jiajiang.gov.cn/jjx/jjgzgg/202505/5444121f39bf4eecaf04afcd102a568e.shtml,官网url.txt,1
jialing.gov.cn,https://www.cqsfybjy.com/,,https://www.jialing.gov.cn/zwgk/fdzdgknr/zkly/202507/t20250731_2233745.html,官网url.txt,1
jiangjin.gov.cn,https://www.cqsfybjy.com/,,http://www.jiangjin.gov.cn/zwxx_180/jjdt/202405/t20240506_13179355.html,官网url.txt,1
jiangyang.gov.cn,https://www.cqsfybjy.com/,,http://www.jiangyang.gov.cn/zwgk/fdzdgknr/rsjzkxx/qtks/content_96268,官网url.txt,1
jiangyou.gov.cn,https://www.cqsfybjy.com/,,https://www.jiangyou.gov.cn/jysrmzf/c104310/202601/61dbe127e1d84f2fbe9df5f6d3ab0755.shtml,官网url.txt,1
jingyan.gov.cn,https://www.cqsfybjy.com/,,http://www.jingyan.gov.cn/jyx/rsxx/202508/3def34af0337463da8ee5b3b2e631c18.shtml,官网url.txt,1
jinniu.gov.cn,https://www.cqsfybjy.com/,,http://www.jinniu.gov.cn/gkml/cdsjnqrlzyhshbzj/zkly/1286432161859108864.shtml,官网url.txt,1
jintang.gov.cn,https://www.cqsfybjy.com/,,http://www.jintang.gov.cn/jtxrlzy/c115116/2022-03/24/content_3109375ab4b2450c886f1b78bd4a9433.shtml,官网url.txt,1
jintangyy.com,https://www.cqsfybjy.com/,,http://www.jintangyy.com/newshow.aspx?mid=418&&id=11289,官网url.txt,1
jinyang.gov.cn,https://www.cqsfybjy.com/,,http://www.jinyang.gov.cn/zfxxgk_31494/zfxxgknr/tzgg_31367/202507/t20250731_2863260.html,官网url.txt,1
jiuye.swmu.edu.cn,https://www.cqsfybjy.com/,,https://jiuye.swmu.edu.cn/News/newsXiang.html?cateid=6be2cc63-b3f8-83f7-e23b-8e858e847abb&id=faa96fbb-443a-7f69-92bf-ef00521f7d62,官网url.txt,1
jjxrmyy.cn,https://www.cqsfybjy.com/,,https://www.jjxrmyy.cn/nd.jsp?fromColId=137&id=263,官网url.txt,1
jkh.gov.cn,https://www.cqsfybjy.com/,,http://www.jkh.gov.cn/jkhq/gggs/202507/4340526eabf044ae971f4907f0c01e94.shtml,官网url.txt,1
jkq.deyang.gov.cn,https://www.cqsfybjy.com/,,https://jkq.deyang.gov.cn/gk/zwgk/gqgg/1916837.htm,官网url.txt,1
jkq.my.gov.cn,https://www.cqsfybjy.com/,,http://jkq.my.gov.cn/yqyw/ggtz/42562071.html,官网url.txt,1
jkqgwh.cnbz.gov.cn,https://www.cqsfybjy.com/,,https://jkqgwh.cnbz.gov.cn/xxgk/zwgg/23206970.html,官网url.txt,1
job.mohrss.gov.cn,https://www.cqsfybjy.com/,,http://job.mohrss.gov.cn/sydwgg/149116.jhtml,官网url.txt,1
job.rc114.com,https://www.cqsfybjy.com/,,https://job.rc114.com/Exam/NewsInfo?gid=55ffe7f5-c0df-41eb-93a6-a6efcc10c246&token=227d08a5-62de-42d8-a7ba-58c895153400,官网url.txt,1
jobmd.cn,https://www.cqsfybjy.com/,,https://www.jobmd.cn/company/6215853.htm,官网url.txt,1
jtwch.com,https://www.cqsfybjy.com/,,https://www.jtwch.com/News/1/8ba7eae1-fbbb-446b-a160-5f1f6307ec24.html,官网url.txt,1
jy.scu.edu.cn,https://www.cqsfybjy.com/,,http://jy.scu.edu.cn/index/index/newsdetail.html?data=MDAwMDAwMDAwMJG6n3_Ed6imi4qQtMOeeZmKubamyGHRp7ugzc-GnZ2skMx9ZMN4gtKLipCwxKF0lZC5sq-0gqJv,官网url.txt,1
jy120.cc,https://www.cqsfybjy.com/,,http://jy120.cc/zhaobiaozhaopin/2662.html,官网url.txt,1
jy4yy.com,https://www.cqsfybjy.com/,,https://www.jy4yy.com/html/News/GongShi/202211/1Af2Iq7Ok1Jr2845220.html,官网url.txt,1
jyglj.sc.gov.cn,https://www.cqsfybjy.com/,,http://jyglj.sc.gov.cn/scjyglj/jintangjyzfgk/2023/4/23/26a265b6404946eda9b0b9ef16591286.shtml,官网url.txt,1
jysfybjy.com,https://www.cqsfybjy.com/,,https://www.jysfybjy.com/html/News/GongGao/202212/5Dk3Cc1Gq4Lq5912926.html,官网url.txt,1
jysfybjy.com.cn,https://www.cqsfybjy.com/,,https://www.jysfybjy.com.cn/Article/View?id=46857,官网url.txt,1
jysrc369.cn,https://www.cqsfybjy.com/,,http://www.jysrc369.cn/page.aspx?id=4789&classid=28,官网url.txt,1
jyszyyy.com,https://www.cqsfybjy.com/,,http://www.jyszyyy.com/tender_hr/show1029/,官网url.txt,1
jzg.gov.cn,https://www.cqsfybjy.com/,,https://www.jzg.gov.cn/jzgrmzf/c100053/202507/9f37b7bec2a1420b9f184375a620c00a.shtml,官网url.txt,1
kfyy.cq12349.cn,https://www.cqsfybjy.com/,,http://kfyy.cq12349.cn/,官网url.txt,1
kjc.my.gov.cn,https://www.cqsfybjy.com/,,https://kjc.my.gov.cn/myskjcgwh/c102110/202508/93a57c420a634497af3a876c6e9405d5.shtml,官网url.txt,1
kjcxq.my.gov.cn,https://www.cqsfybjy.com/,,https://kjcxq.my.gov.cn/kjcxq/c102305/202507/20ff194314b540c1b1b2366109952509.shtml,官网url.txt,1
ksbm.yibin.gov.cn,https://www.cqsfybjy.com/,,https://ksbm.yibin.gov.cn/,官网url.txt,1
langzhong.gov.cn,https://www.cqsfybjy.com/,,https://www.langzhong.gov.cn/xwdt/tzgg/bmgg/202507/t20250731_2234528.html,官网url.txt,1
lcsrmyy.cn,https://www.cqsfybjy.com/,,https://www.lcsrmyy.cn/Webs/p/Article/View.aspx?id=2340,官网url.txt,1
league.rc114.com,https://www.cqsfybjy.com/,,http://league.rc114.com/Union/NewsInfo?gid=1782716fb2e6459a9c00bbb3132717d3&cate=%E4%BA%BA%E4%BA%8B%E5%85%AC%E6%8B%9B,官网url.txt,1
longchang.gov.cn,https://www.cqsfybjy.com/,,https://www.longchang.gov.cn/lcs/gsgg/202310/bd68bbc6e9fe495a8f4bfe1669982a22.shtml,官网url.txt,1
longmatan.gov.cn,https://www.cqsfybjy.com/,,http://www.longmatan.gov.cn/zw/fdzdgknr/rszk1/content_69154,官网url.txt,1
longquanyi.gov.cn,https://www.cqsfybjy.com/,,http://www.longquanyi.gov.cn/lqyqzfmhwz_gb/c123877/2021-07/06/content_5c94a1ee5c5a4ffcba2958f1ca4f27da.shtml,官网url.txt,1
lprmyy.com,https://www.cqsfybjy.com/,,https://www.lprmyy.com/html/content/24/07/1490.shtml,官网url.txt,1
lsdc.gov.cn,https://www.cqsfybjy.com/,,http://www.lsdc.gov.cn/zfxxgk_85/fdzdgknr/rsxx/sydwkl/202305/t20230518_2484311.html,官网url.txt,1
lsfybjy.com,https://www.cqsfybjy.com/,,http://www.lsfybjy.com/show/841.html,官网url.txt,1
lspta.com.cn,https://www.cqsfybjy.com/,,http://www.lspta.com.cn/newsDetail/4010.html,官网url.txt,1
lsrc114.cn,https://www.cqsfybjy.com/,,http://www.lsrc114.cn/index/article.aspx?a=0816365FB850ECE9,官网url.txt,1
lssfybjy.cn,https://www.cqsfybjy.com/,,http://lssfybjy.cn/show/1350.html,官网url.txt,1
lsszq.gov.cn,https://www.cqsfybjy.com/,,http://www.lsszq.gov.cn/szq/rszk/202504/a7ffb0a40f46432899cd6db95e2cc0a9.shtml,官网url.txt,1
lsszyy.com,https://www.cqsfybjy.com/,,http://www.lsszyy.com/nd.jsp?id=1179,官网url.txt,1
lsz120.cn,https://www.cqsfybjy.com/,,https://www.lsz120.cn/news_pub/2091/1/,官网url.txt,1
luojiang.gov.cn,https://www.cqsfybjy.com/,,https://www.luojiang.gov.cn/gk/cdgk/fdzdgknr/zkly/1545573.htm,官网url.txt,1
luxian.gov.cn,https://www.cqsfybjy.com/,,http://www.luxian.gov.cn/zwgk/fdzdgknr/rszl/content_298873,官网url.txt,1
lxry.com.cn,https://www.cqsfybjy.com/,,https://www.lxry.com.cn/xinwenzhongxin/tongzhigonggao/20210809/7468.html,官网url.txt,1
lzq.gov.cn,https://www.cqsfybjy.com/,,http://www.lzq.gov.cn/news/show/20210902090317160.html,官网url.txt,1
lzsery.cn,https://www.cqsfybjy.com/,,http://www.lzsery.cn/public_ywgk/2020/K9b6YLaE.html,官网url.txt,1
lzsrsks.com,https://www.cqsfybjy.com/,,http://www.lzsrsks.com/News/NewsDetailed.aspx?newsId=4bc434659975454584b0b2365b9d9b9f,官网url.txt,1
lzsry.com,https://www.cqsfybjy.com/,,http://www.lzsry.com/go.htm?url=xqy&k=yi_yuan_gong_gao&id=11323,官网url.txt,1
lzxrmyy.com,https://www.cqsfybjy.com/,,http://www.lzxrmyy.com/news-cont.aspx?mid=106&id=7445,官网url.txt,1
m.cdzxy.com,https://www.cqsfybjy.com/,,https://m.cdzxy.com/tender_info/show6946/,官网url.txt,1
m.scsgkyy.com,https://www.cqsfybjy.com/,,https://m.scsgkyy.com/recruit/2023/vbmZQ9dY.html,官网url.txt,1
m.sczy120.com,https://www.cqsfybjy.com/,,https://m.sczy120.com/rcyj_zpgg1/2024/qaQ6W5bn.html,官网url.txt,1
m.shzyfy.com,https://www.cqsfybjy.com/,,https://m.shzyfy.com/hr_flow/2025/9aAnvObv.html,官网url.txt,1
mabian.gov.cn,https://www.cqsfybjy.com/,,http://www.mabian.gov.cn/mbyzzzx/openInfoAnnouncement/openinfo_list_province.shtml,官网url.txt,1
mail.pengzhou.gov.cn,https://www.cqsfybjy.com/,,http://mail.pengzhou.gov.cn/pzs/c111435/2023-06/09/content_189b2fdeb9e6480abb1aa9e4ec70ee2d.shtml,官网url.txt,1
maoxian.gov.cn,https://www.cqsfybjy.com/,,https://www.maoxian.gov.cn/mxrmzf/c100053/202507/04b744925fd94ff684f4995fb163b38d.shtml,官网url.txt,1
mbrmyy.com,https://www.cqsfybjy.com/,,http://www.mbrmyy.com/index/article/detail/id/1045.html,官网url.txt,1
mcxrmyy.cn,https://www.cqsfybjy.com/,,https://www.mcxrmyy.cn/nd.jsp?fromColId=2&id=929,官网url.txt,1
mingyipin.cn,https://www.cqsfybjy.com/,,http://mingyipin.cn/,官网url.txt,1
mk.cd5120.com,https://www.cqsfybjy.com/,,http://mk.cd5120.com:8085/service/zhaopinfront/personnelPolicy.html?type=1,官网url.txt,1
mn.gov.cn,https://www.cqsfybjy.com/,,http://www.mn.gov.cn/zfxxgk_31429/zfxxgknr/rsxx/202410/t20241028_2747091.html,官网url.txt,1
motherchildren.com,https://www.cqsfybjy.com/,,https://www.motherchildren.com/education_recruit_apply/2024/5eVE1WdE.html,官网url.txt,1
ms.gov.cn,https://www.cqsfybjy.com/,,https://www.ms.gov.cn/info/5471/1189595.htm,官网url.txt,1
msqrmyy.com,https://www.cqsfybjy.com/,,https://www.msqrmyy.com/contents/389/2125.html,官网url.txt,1
msrsks.com.cn,https://www.cqsfybjy.com/,,http://www.msrsks.com.cn/newsDetail/12594.html,官网url.txt,1
mssdpqfybj.cn,https://www.cqsfybjy.com/,,https://www.mssdpqfybj.cn/index.php?m=content&c=index&a=show&catid=40&id=153,官网url.txt,1
msskfyy.com,https://www.cqsfybjy.com/,,http://msskfyy.com/index.php?id=221,官网url.txt,1
mstcm.com.cn,https://www.cqsfybjy.com/,,https://www.mstcm.com.cn/html/recruitment/zhaopin/1231.html,官网url.txt,1
msykxy.cn,https://www.cqsfybjy.com/,,http://www.msykxy.cn/a/news/2021-9-6/2089.html,官网url.txt,1
muchuan.gov.cn,https://www.cqsfybjy.com/,,http://www.muchuan.gov.cn/mcx/gggs/202507/07301b9017ad40c39d2817a4817256a6.shtml,官网url.txt,1
my.gov.cn,https://www.cqsfybjy.com/,,https://www.my.gov.cn/mysrmzf/c100030/202508/571091c2d0b34eb4a04d9c83e235618e.shtml,官网url.txt,1
my8yy.com,https://www.cqsfybjy.com/,,https://my8yy.com/index.php?m=home&c=View&a=index&aid=659,官网url.txt,1
mycdc.cn,https://www.cqsfybjy.com/,,http://www.mycdc.cn/xxgk/zpxx/44333096.html,官网url.txt,1
myflyy.com,https://www.cqsfybjy.com/,,http://www.myflyy.com/?news/2448.html,官网url.txt,1
myrsks.com.cn,https://www.cqsfybjy.com/,,http://www.myrsks.com.cn/newsDetail/10018.html,官网url.txt,1
mysfybjy.cn,https://www.cqsfybjy.com/,,https://www.mysfybjy.cn/news/detail.aspx?detailid=7648&categoryid=15,官网url.txt,1
mysfybjy.com,https://www.cqsfybjy.com/,,http://www.mysfybjy.com/index.aspx,官网url.txt,1
mysgkyy.com,https://www.cqsfybjy.com/,,http://www.mysgkyy.com/Article/info.aspx?tid=1120&cid=1&cnd=2674&other=0,官网url.txt,1
mysrmyy.com,https://www.cqsfybjy.com/,,http://www.mysrmyy.com/video/2021/Pdy8nzbQ.html,官网url.txt,1
myszlyy.cn,https://www.cqsfybjy.com/,,http://www.myszlyy.cn/detail/819.html,官网url.txt,1
myztxyy.com,https://www.cqsfybjy.com/,,http://www.myztxyy.com/News/HTML/506.html,官网url.txt,1
myzxyy.com,https://www.cqsfybjy.com/,,http://www.myzxyy.com/news_rczp/2021/BeXoGldy.html,官网url.txt,1
mz.gov.cn,https://www.cqsfybjy.com/,,https://www.mz.gov.cn/gk/zfxxgk/fdzdnr/qkly/rsxx/1632012.htm,官网url.txt,1
mz.luzhou.gov.cn,https://www.cqsfybjy.com/,,http://mz.luzhou.gov.cn/gzdt/rsxx/content_966320,官网url.txt,1
naxi.gov.cn,https://www.cqsfybjy.com/,,https://www.naxi.gov.cn/zw/fdzdgknr/rszk/gzgx/content_179286,官网url.txt,1
nbdyyy.com,https://www.cqsfybjy.com/,,http://www.nbdyyy.com/art/2021/9/14/art_94_633168.html,官网url.txt,1
nc120.cn,https://www.cqsfybjy.com/,,https://www.nc120.cn/col.jsp?id=126,官网url.txt,1
ncpta.cn,https://www.cqsfybjy.com/,,http://www.ncpta.cn/newsDetail/8472.html,官网url.txt,1
ncpta.e21cn.com,https://www.cqsfybjy.com/,,http://ncpta.e21cn.com/newsDetail/10056.html,官网url.txt,1
ncxz.org,https://www.cqsfybjy.com/,,http://www.ncxz.org/xzgk/info_list.html?cat=63&curCat=54&type=wz&url=,官网url.txt,1
ncysfybj.com,https://www.cqsfybjy.com/,,http://www.ncysfybj.com/html/xinwendongtai/tongzhigonggao/20241104/6606.html,官网url.txt,1
ncyszyy.cn,https://www.cqsfybjy.com/,,https://www.ncyszyy.cn/sys-nd/595.html,官网url.txt,1
neijiang.gov.cn,https://www.cqsfybjy.com/,,https://www.neijiang.gov.cn/wsj/xxgk/fdzdgknr/zkly/zpxx/202507/6ffcdbe4fcb941b9aba3593a8e02d33b.shtml,官网url.txt,1
neijiangcdc.cn,https://www.cqsfybjy.com/,,http://neijiangcdc.cn/2023/10/6400729.html,官网url.txt,1
neijiangshizhongqu.gov.cn,https://www.cqsfybjy.com/,,https://www.neijiangshizhongqu.gov.cn/szq/gsgg/202506/58b6681a0b6b451a8a47974f24faa394.shtml,官网url.txt,1
newchongqing.wsglw.net,https://www.cqsfybjy.com/,,http://newchongqing.wsglw.net/OtherInfo/NewsShow.aspx?news_id=3c54c2e3-41cb-4298-b1c0-ad5d009e7634,官网url.txt,1
news.cmc.edu.cn,https://www.cqsfybjy.com/,,http://news.cmc.edu.cn/info/1002/24089.htm,官网url.txt,1
ningnan.gov.cn,https://www.cqsfybjy.com/,,http://www.ningnan.gov.cn/xxgk/jbgk/tzgg/202203/t20220325_2185759.html,官网url.txt,1
nj6yy.com,https://www.cqsfybjy.com/,,http://www.nj6yy.com/news/html/148.html,官网url.txt,1
njfyjsfwzx.cn,https://www.cqsfybjy.com/,,http://www.njfyjsfwzx.cn/news/show-1123.html,官网url.txt,1
njfyy.cn,https://www.cqsfybjy.com/,,http://www.njfyy.cn/News/Content/4642,官网url.txt,1
njpta.org.cn,https://www.cqsfybjy.com/,,http://www.njpta.org.cn/newsDetail/11642.html,官网url.txt,1
njwyrmyy.com,https://www.cqsfybjy.com/,,http://www.njwyrmyy.com/newshow.aspx?mid=361&&id=1003,官网url.txt,1
njwyzyy.com,https://www.cqsfybjy.com/,,http://www.njwyzyy.com/newshow.aspx?id=1545&mid=24,官网url.txt,1
njxyy.cn,https://www.cqsfybjy.com/,,https://www.njxyy.cn/information_list/id/1527.html,官网url.txt,1
njxzyy.cn,https://www.cqsfybjy.com/,,http://www.njxzyy.cn/News_view.asp?ID=828,官网url.txt,1
nsmc.edu.cn,https://www.cqsfybjy.com/,,https://www.nsmc.edu.cn/news/59265.html,官网url.txt,1
oa.sahcqmu.com,https://www.cqsfybjy.com/,,https://oa.sahcqmu.com:8090/jobs/news/jobInfo.jsp?jobinfoId=52fa77805ca6429b9a3ed3a1a1b600ff,官网url.txt,1
pcrmy.com,https://www.cqsfybjy.com/,,https://www.pcrmy.com/go.htm?url=xq&k=zhao_biao_gong_gao&id=7781,官网url.txt,1
pcxfybjy.cn,https://www.cqsfybjy.com/,,http://www.pcxfybjy.cn/news-cont.aspx?mid=24&id=1231,官网url.txt,1
pdfy999.com,https://www.cqsfybjy.com/,,https://www.pdfy999.com/article/detail/id/2750.html,官网url.txt,1
pengan.gov.cn,https://www.cqsfybjy.com/,,https://www.pengan.gov.cn/xwdt/tzgg/202309/t20230904_1866917.html,官网url.txt,1
pengxi.gov.cn,https://www.cqsfybjy.com/,,https://www.pengxi.gov.cn/gongkai/show/0df8014dc44030e242445abf339be9d7.html,官网url.txt,1
pengzhou.gov.cn,https://www.cqsfybjy.com/,,http://www.pengzhou.gov.cn/pzs/c111435/2023-08/30/content_858659fbe40247ec895f09d0f2758b5d.shtml,官网url.txt,1
pgjtcdyy.com,https://www.cqsfybjy.com/,,http://www.pgjtcdyy.com/c/2023-06-02/712625.shtml,官网url.txt,1
pgx.gov.cn,https://www.cqsfybjy.com/,,http://www.pgx.gov.cn/zfxxgk/zfxxgknr/tzgg_30945/202508/t20250801_2864015.html,官网url.txt,1
pidu.gov.cn,https://www.cqsfybjy.com/,,http://www.pidu.gov.cn//pidu/c125577/2023-03/27/content_815e9c2e4a334e15a2ac782ceef78d07.shtml,官网url.txt,1
pidu120.com,https://www.cqsfybjy.com/,,https://www.pidu120.com/show/2023/01/05/846.html,官网url.txt,1
piduqu120.com,https://www.cqsfybjy.com/,,http://www.piduqu120.com/web/show.jspx?id=652,官网url.txt,1
pingwu.gov.cn,https://www.cqsfybjy.com/,,http://www.pingwu.gov.cn/pingwu/c115828/202509/ff625cf0ed814804a46040c2e2599f18.shtml,官网url.txt,1
pjx120.cn,https://www.cqsfybjy.com/,,https://www.pjx120.cn/go.htm?url=detail&k=tong_zhi_gong_gao&id=70467,官网url.txt,1
pjx120.com,https://www.cqsfybjy.com/,,http://www.pjx120.com/go.htm?url=detail&k=tong_zhi_gong_gao&id=69369,官网url.txt,1
pjxzyyy.cn,https://www.cqsfybjy.com/,,https://www.pjxzyyy.cn/newsshow.aspx?mid=236&id=11468,官网url.txt,1
pjxzyyy.com,https://www.cqsfybjy.com/,,http://www.pjxzyyy.com/positionshow.aspx?id=51&mid=81,官网url.txt,1
portal.sczy120.com,https://www.cqsfybjy.com/,,https://portal.sczy120.com/rcyj_rczp/2022/Pe99yzeL.html,官网url.txt,1
psqrmyy.com,https://www.cqsfybjy.com/,,https://psqrmyy.com/News/HTML/1748.html,官网url.txt,1
psxyy.org.cn,https://www.cqsfybjy.com/,,https://www.psxyy.org.cn/info/1074/2758.htm,官网url.txt,1
pszyyy.com,https://www.cqsfybjy.com/,,https://www.pszyyy.com/view/2881.html,官网url.txt,1
pujiang.gov.cn,https://www.cqsfybjy.com/,,http://pujiang.gov.cn/pjxzf/c113515/2023-04/20/content_c7b2846b95e44653a4b5bbadce31fbbb.shtml,官网url.txt,1
pujiangbjy.cn,https://www.cqsfybjy.com/,,http://www.pujiangbjy.cn/h-nd-147.html,官网url.txt,1
pxrc.com.cn,https://www.cqsfybjy.com/,,http://www.pxrc.com.cn/Article/Content/ec2863be-6431-4cb5-95b8-701f486fc3ec,官网url.txt,1
pzfjzx.com.cn,https://www.cqsfybjy.com/,,https://www.pzfjzx.com.cn/newshow.aspx?mid=147&id=1161,官网url.txt,1
pzhsxq.gov.cn,https://www.cqsfybjy.com/,,http://www.pzhsxq.gov.cn/zfxxgk/fdzdgknr/tzgg/10151841.shtml,官网url.txt,1
qbj-psychologist.cn,https://www.cqsfybjy.com/,,https://www.qbj-psychologist.cn/news/108.html,官网url.txt,1
qbj.gov.cn,https://www.cqsfybjy.com/,,http://www.qbj.gov.cn/qbjq/c137429/2022-03/24/content_3923426055c842da93bdb8ada5ac0376.shtml,官网url.txt,1
qf.gov.cn,https://www.cqsfybjy.com/,,https://www.qf.gov.cn/qfqrmzf/c100381/pc/content/content_1845749934018322432.html,官网url.txt,1
qgsydw.com,https://www.cqsfybjy.com/,,https://www.qgsydw.com/qgsydw/recruit/comrecruit/20241216/145710.html,官网url.txt,1
qianwei.gov.cn,https://www.cqsfybjy.com/,,http://www.qianwei.gov.cn/qwx/gsgg/202308/cc6b78827fa74f09ab7326e216e334ae.shtml,官网url.txt,1
qicheedu.com,https://www.cqsfybjy.com/,,http://qicheedu.com/list.html?HType=2&CId=620&NId=158286,官网url.txt,1
qionglai.gov.cn,https://www.cqsfybjy.com/,,http://www.qionglai.gov.cn/qlsgzxxw/c151003/2023-10/10/content_6902040cf5db4ff59d019fa4b2f9380e.shtml,官网url.txt,1
qjrmyy.com,https://www.cqsfybjy.com/,,http://www.qjrmyy.com/Recruit/content/j/40.html,官网url.txt,1
qjzxyy.com,https://www.cqsfybjy.com/,,http://www.qjzxyy.com/contents/283/3044.html,官网url.txt,1
ql2hospital.com,https://www.cqsfybjy.com/,,http://www.ql2hospital.com/go.htm?url=news/show&k=zhao_pin_gong_gao&id=66063,官网url.txt,1
quxian.gov.cn,https://www.cqsfybjy.com/,,https://www.quxian.gov.cn/xxgk-show-63617.html,官网url.txt,1
qwxrmyy.com,https://www.cqsfybjy.com/,,http://www.qwxrmyy.com/home/article/detail/id/1785.html,官网url.txt,1
qz.gov.cn,https://www.cqsfybjy.com/,,https://www.qz.gov.cn/art/2025/3/17/art_1229461220_59041324.html,官网url.txt,1
rc114.com,https://www.cqsfybjy.com/,,https://rc114.com/html/zkgg/2023/0830/54376.htm,官网url.txt,1
rc120.com,https://www.cqsfybjy.com/,,http://www.rc120.com/zhaopin/11608.html,官网url.txt,1
rc168.com,https://www.cqsfybjy.com/,,http://www.rc168.com/web/info/detail/8ad2a67792dff92c01932dad5c6f0732,官网url.txt,1
rcqzyy.com,https://www.cqsfybjy.com/,,http://www.rcqzyy.com/html/rszp/22/03/1093.html,官网url.txt,1
rczp.swu.edu.cn,https://www.cqsfybjy.com/,,http://rczp.swu.edu.cn/info/1006/1051.htm,官网url.txt,1
rhcqmu.com,https://www.cqsfybjy.com/,,http://www.rhcqmu.com/pc/lists/detail/s/id/1881,官网url.txt,1
rjh.com.cn,https://www.cqsfybjy.com/,,http://www.rjh.com.cn/2018RJPortal/doc/2021/07/27/57598.shtml,官网url.txt,1
rlzyshbzj.cnbz.gov.cn,https://www.cqsfybjy.com/,,https://rlzyshbzj.cnbz.gov.cn/xwdt/tzgg/23237565.html,官网url.txt,1
rongchang.gov.cn,https://www.cqsfybjy.com/,,http://www.rongchang.gov.cn/bm/qrlsbj/zwgk_70831/zfxxgkml_160179/sydwrygl/zkjz/202506/t20250626_14748485.html,官网url.txt,1
rs.gov.cn,https://www.cqsfybjy.com/,,http://www.rs.gov.cn/info/3490/147060.htm,官网url.txt,1
rsc.cdtc.edu.cn,https://www.cqsfybjy.com/,,https://rsc.cdtc.edu.cn/info/1265/3311.htm,官网url.txt,1
rsc.cqjtu.edu.cn,https://www.cqsfybjy.com/,,https://rsc.cqjtu.edu.cn/info/1039/2647.htm,官网url.txt,1
rsc.cqmu.edu.cn,https://www.cqsfybjy.com/,,https://rsc.cqmu.edu.cn/info/1040/3356.htm,官网url.txt,1
rsc.cqu.edu.cn,https://www.cqsfybjy.com/,,http://rsc.cqu.edu.cn/info/1039/3061.htm,官网url.txt,1
rsc.cqut.edu.cn,https://www.cqsfybjy.com/,,https://rsc.cqut.edu.cn/info/1238/2921.htm,官网url.txt,1
rsc.sanxiau.edu.cn,https://www.cqsfybjy.com/,,http://rsc.sanxiau.edu.cn/info/1065/3076.htm,官网url.txt,1
rsc.sicnu.edu.cn,https://www.cqsfybjy.com/,,https://rsc.sicnu.edu.cn/p/68/?StId=st_app_news_i_x638519088550783592,官网url.txt,1
rsc.swjtu.edu.cn,https://www.cqsfybjy.com/,,https://rsc.swjtu.edu.cn/info/1030/4097.htm,官网url.txt,1
rsj.abazhou.gov.cn,https://www.cqsfybjy.com/,,http://rsj.abazhou.gov.cn/abzrlzyshbzj/c1054343/202310/177fe8747ecd44cba74ccf94bef9ecb2.shtml,官网url.txt,1
rsj.beijing.gov.cn,https://www.cqsfybjy.com/,,http://rsj.beijing.gov.cn/xxgk/gkzp/202108/t20210806_2458312.html,官网url.txt,1
rsj.guang-an.gov.cn,https://www.cqsfybjy.com/,,http://rsj.guang-an.gov.cn/garsj/shhzp/2021-08/05/content_f7302196e6a54d75b15cee49b8fee6f0.shtml,官网url.txt,1
rsj.gz.gov.cn,https://www.cqsfybjy.com/,,http://rsj.gz.gov.cn/ywzt/rszdgg/sydwgkzp/sydwzpgg/content/post_7417630.html,官网url.txt,1
